FY 2015 IPPS Final Rule: Hospital Readmissions Reduction Program-Supplemental Data-                                                  Reflects Corrections from October 2014 Correction Notice,,,,,,,,,,,,,,,
PROV, Corrected FY 2015  Readmissions Adjustment Factor,Number of Pneumonia Cases,Excess Readmission Ratio for Pneumonia,Number of Heart Failure Cases,Excess Readmission Ratio for Heart Failure,Number of Acute Myocardial Infarction Cases,Acute Myocardial Infarction Excess Readmission Ratio,Number of Hip/Knee Arthroplasty Cases,Hip/Knee Arthroplasty Excess Readmission Ratio,Number of Chronic Obstructive Pulmonary Disease Cases,Chronic Obstructive Pulmonary Disease Excess Readmission Ratio,,,,
290020,1.0000,5,0,7,0,2,0,0,0,13,0,,,,
290021,0.9898,256,1.130426338,333,1.059834704,196,1.181605669,43,1.009809074,318,1.084738828,,,,
290022,0.9892,270,1.103277691,286,1.105167473,240,1.080172462,82,1.25185225,259,1.033263704,,,,
290032,0.9789,128,1.02147305,89,1.070977524,57,0.986506884,248,1.24822912,180,0.966074073,,,,
290039,0.9912,489,1.107729141,674,1.129378836,280,1.012805392,181,0.963895564,632,1.120511926,,,,
290041,0.9995,394,1.003246972,428,0.967979588,181,1.017462153,156,0.976663699,350,0.963652724,,,,
290042,1.0000,5,0,0,0,0,0,0,0,0,0,,,,
290045,0.9998,345,1.014408277,474,0.919673345,249,0.916955733,1097,0.970129273,357,0.985969155,,,,
290046,0.9951,215,1.152992149,188,1.075405589,127,0.961060701,261,1.021204567,229,0.968496061,,,,
290047,0.9979,209,0.965287909,157,1.077804131,30,0.985404735,226,0.890520533,158,1.02180734,,,,
290049,0.9988,170,0.928625552,80,0.964080186,8,0,386,0.960228411,111,1.048160084,,,,
290051,0.9830,0,0,0,0,0,0,424,1.050726331,0,0,,,,
290053,0.9960,225,0.910750201,199,1.059695852,64,1.056179072,62,1.03785432,190,1.064589349,,,,
290054,0.9700,166,0.952654232,176,1.036773643,93,1.034882753,469,1.297053456,184,1.009881644,,,,
300001,0.9988,656,1.01863439,647,0.98365918,265,0.864996425,1220,0.782931261,558,1.026578662,,,,
300003,1.0000,360,0.862772835,544,0.763663993,1021,0.793098694,984,0.754544776,241,0.840890991,,,,
300005,0.9978,226,0.891755465,194,0.939189813,43,0.905014116,224,1.039775347,211,0.936497334,,,,
300011,0.9880,326,0.977263883,409,1.038765882,151,1.054369938,256,1.191424469,309,1.00121244,,,,
300012,0.9943,531,0.925363782,411,1.071717721,172,1.014727912,356,1.094141259,572,0.980087856,,,,
300014,0.9933,283,0.932528546,247,1.015626506,32,0.970999774,138,1.088828205,286,1.050536277,,,,
300017,0.9952,264,1.00330965,314,1.065423696,109,1.039852541,16,0,317,1.005275169,,,,
300018,0.9998,304,0.939877821,433,0.949432955,152,0.971674905,272,1.004020827,439,0.951054988,,,,
300019,1.0000,337,0.838769449,212,0.994974482,56,0.976184169,180,0.900082828,237,0.910246818,,,,
300020,0.9996,397,0.873710061,370,0.835524652,146,0.870023912,193,1.011219082,289,0.999112664,,,,
300023,1.0000,340,0.965439307,449,0.943181748,185,0.957397143,292,0.923755349,316,0.984889595,,,,
300029,0.9961,168,0.956677991,314,0.94109427,321,1.06214872,597,0.851616718,210,1.060028335,,,,
300034,1.0000,478,0.974828037,572,0.958896175,572,0.870322524,388,0.882702976,541,0.919077292,,,,
310001,0.9929,966,1.059550635,1553,1.060322097,870,1.082275426,1533,1.022829888,805,1.035353255,,,,
310002,0.9892,253,1.080624136,788,1.08897658,357,1.030145116,125,1.29492213,474,1.09697257,,,,
310003,0.9735,307,1.161567886,553,1.314966329,152,1.121418116,33,1.098730854,493,1.171387553,,,,
310005,0.9969,353,0.998438729,362,0.939897243,153,0.937668014,271,1.074868094,356,0.970185374,,,,
310006,0.9945,419,1.088650047,814,1.004024155,98,1.019635304,50,0.918587564,374,1.096666778,,,,
310008,0.9895,710,1.046910129,946,1.041422357,298,1.076423832,367,1.19484996,686,1.023131864,,,,
310009,0.9952,393,1.122159162,885,1.025913034,291,0.99895762,347,1.052427326,649,0.968357742,,,,
310010,0.9987,465,1.021894537,599,1.011790708,179,1.032081549,696,0.974689746,338,1.001923191,,,,
310011,0.9995,526,0.99137533,607,0.999014263,74,1.084902426,157,0.934554727,612,0.953599383,,,,
310012,0.9869,1361,1.057936972,2060,1.135768024,945,1.029809852,902,1.097809123,1121,1.067571821,,,,
310014,0.9914,201,1.061355686,521,1.07958316,437,1.190519244,139,1.002468753,233,1.021403131,,,,
310015,0.9973,926,0.917284182,1542,0.978022036,1273,1.050936004,2042,0.993462818,627,1.031586661,,,,
310016,0.9807,224,1.187377488,449,1.186214935,96,1.098037284,27,1.079329782,373,1.170260428,,,,
310017,0.9939,590,0.948880805,593,1.055433155,190,1.001349484,185,1.068268868,554,1.089854136,,,,
310019,0.9776,592,1.013522095,1384,1.243247438,491,1.144034989,436,1.266976956,735,1.157644956,,,,
310021,0.9927,141,1.029065598,302,1.030685792,299,1.070388841,3,0,132,1.019763467,,,,
310022,0.9888,1324,1.179760424,1452,1.06158959,529,1.049882972,1173,0.976244208,1381,1.125027139,,,,
310024,0.9912,357,0.959485836,700,1.005730662,124,1.067411032,121,1.47762092,396,0.929526094,,,,
310025,0.9945,197,0.997696047,413,1.110445767,276,1.001489674,14,0,328,1.021622983,,,,
310027,0.9923,314,1.059085286,497,1.064734619,151,1.031905047,90,1.056672782,361,1.102842624,,,,
310028,0.9950,486,0.890854278,609,1.029349796,116,1.057498251,186,0.94413079,546,1.065410312,,,,
310029,0.9952,372,1.021219342,814,1.020045174,785,1.021776044,19,0,444,1.120912308,,,,
310031,0.9931,87,1.039805473,453,1.02959387,396,1.075497237,0,0,108,0.978157927,,,,
310032,0.9990,554,0.97083654,1120,1.01027865,176,0.903408012,193,0.93030293,696,1.014569499,,,,
310034,0.9965,459,0.961873022,653,1.089822185,233,1.02794619,602,0.963000193,530,0.935051148,,,,
310038,0.9930,798,1.061460341,1593,1.000847797,886,1.095174429,478,1.072956361,606,1.032069188,,,,
310039,0.9887,533,1.037220459,872,1.113727434,316,1.077632492,56,1.147336313,632,1.074420767,,,,
310040,0.9875,243,1.057765562,272,1.128895759,37,1.07835744,27,0.965951201,229,1.101016657,,,,
310041,0.9936,1339,0.970181506,2190,1.099090605,736,1.096560562,849,0.763481492,2740,1.000336633,,,,
310044,0.9826,213,1.040021023,291,0.988847446,61,0.992363871,216,1.455894435,261,0.979443535,,,,
310045,0.9881,522,1.041527182,927,1.069731234,450,1.030990664,464,1.180610987,481,1.133146606,,,,
310047,0.9958,304,1.028846408,586,1.083084316,108,1.055095787,389,0.870319131,463,1.020182175,,,,
310048,0.9952,606,0.97501796,980,1.059917613,373,1.031892368,366,1.00524521,734,1.044242666,,,,
310050,0.9893,571,1.039911565,1021,1.097492368,246,1.253784567,332,1.001489571,658,1.020731269,,,,
310051,0.9925,920,0.907115799,1210,0.891713467,347,0.957420878,572,1.241043354,550,0.934078873,,,,
310052,0.9971,967,1.020097956,1416,1.013818398,278,1.018864677,850,0.779876204,889,1.033085567,,,,
310054,0.9922,437,0.935168292,587,0.998967288,199,0.974188077,212,1.360254839,442,0.996583358,,,,
310057,0.9946,648,0.883328452,902,1.033740481,282,0.99924752,796,1.077313854,585,1.013276181,,,,
310058,0.9997,89,1.006106724,28,0.95685582,14,0,2,0,18,0,,,,
310060,0.9923,258,0.906829789,401,1.028795863,52,1.094611237,98,1.136994559,466,1.074556038,,,,
310061,0.9961,183,1.083476406,359,1.023226568,62,1.087916296,27,0.9769801,336,1.016795022,,,,
310064,0.9939,748,1.121735362,1221,1.015214777,590,1.08827546,1737,0.987369097,871,1.046951792,,,,
310069,0.9991,214,1.023024608,285,0.991205041,47,0.963842777,202,0.841464179,257,0.951626064,,,,
310070,0.9866,439,1.141917861,510,1.065077118,135,1.075220395,636,1.102492965,360,1.01021562,,,,
310073,0.9987,609,0.954875154,1586,1.019261144,971,1.008034067,624,0.964344423,842,0.935581329,,,,
310074,0.9846,148,1.014606902,477,1.172480825,289,1.116372781,73,1.082598428,265,1.123626089,,,,
310075,0.9954,316,0.96324119,533,0.919824785,101,0.908019928,320,1.123136352,391,0.986905186,,,,
310076,0.9992,710,0.971513767,1149,1.019280872,378,0.996414263,398,0.916825214,541,0.921264873,,,,
310081,0.9889,514,1.084773716,790,1.114613257,184,1.022424844,163,1.109917518,619,1.029699439,,,,
310083,0.9880,162,1.219231337,289,1.115266605,140,1.152005298,15,0,337,1.070350425,,,,
310084,0.9897,412,1.054702362,604,1.067329083,166,1.046000004,27,1.182201932,575,1.105350155,,,,
310086,0.9822,1188,1.172805024,1550,1.175249424,293,1.085097269,414,1.107776558,1168,1.09513689,,,,
310091,0.9876,222,1.064664484,272,1.10751541,45,1.02910095,16,0,284,1.140410491,,,,
310092,0.9933,215,1.067510209,249,1.224173795,21,0,24,0,236,1.148052707,,,,
310096,0.9829,149,1.085933613,523,1.133590665,171,1.214568648,97,1.40884481,312,1.068080168,,,,
310108,0.9909,906,1.027163307,1113,1.080502363,298,1.018193948,438,0.90940874,705,1.185989432,,,,
310110,0.9912,488,1.064807588,702,1.121192245,150,0.997757048,425,1.060666025,763,0.952559208,,,,
310111,0.9910,760,0.951799526,721,0.990510055,127,1.067813321,284,1.335114111,690,0.952958669,,,,
310112,0.9910,450,1.004951971,489,1.065771003,194,0.990941527,87,1.375511415,585,1.046834785,,,,
310113,0.9993,428,0.879784817,561,0.93333343,112,1.056929881,169,0.961195929,490,0.93307661,,,,
310115,0.9934,155,1.036919663,386,1.026968244,103,0.99065794,143,1.089871838,239,1.065198663,,,,
310118,0.9872,143,1.0990748,152,1.130633044,22,0,13,0,137,1.083175956,,,,
310119,0.9971,82,1.069362976,161,1.124989001,66,1.021441453,35,0.943147172,76,1.061457778,,,,
310130,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
320001,1.0000,141,0.937592958,163,0.97677087,144,0.940505909,154,0.910618267,103,0.966491852,,,,
320002,1.0000,331,0.996263637,253,0.81949193,201,0.933227103,290,0.980011049,241,0.89131812,,,,
320003,0.9975,133,0.924910079,111,0.901864779,4,0,11,0,96,1.07313393,,,,
320004,1.0000,148,0.949097753,117,0.949996087,19,0,187,0.922971187,177,0.989985833,,,,
320005,0.9965,447,0.840691494,355,1.038410862,188,0.906100544,347,1.072272746,361,0.869277192,,,,
320006,0.9976,251,0.987885705,198,1.028377137,117,1.0628357,162,0.889904674,184,0.982280321,,,,
320009,0.9977,154,0.926389995,366,0.874296719,426,0.843281078,141,1.135091652,117,0.907875179,,,,
320011,0.9939,94,0.969294789,52,0.967685505,5,0,42,1.16814309,72,0.976634026,,,,
320013,0.9976,170,0.915212237,80,0.992737811,7,0,56,1.03901363,63,1.04263526,,,,
320016,1.0000,159,0.96981427,117,0.935420855,12,0,205,0.820200018,88,0.968198212,,,,
320017,0.9949,75,0.976098247,33,0.934314857,4,0,69,1.075401302,31,0.971073025,,,,
320018,0.9994,374,1.020865481,241,0.942327604,184,0.981154032,179,0.97317967,251,0.947445975,,,,
320021,0.9998,639,0.860092575,470,0.884979975,444,1.009794615,1236,0.732898259,418,0.897199972,,,,
320022,0.9995,232,0.908342833,139,0.997401667,34,0.990886517,128,0.956199187,156,1.016414102,,,,
320030,0.9978,106,0.99542306,40,0.983304458,11,0,36,0.967140669,108,1.029955254,,,,
320033,0.9982,75,1.02626331,57,0.906036775,2,0,60,1.007569626,31,0.979393191,,,,
320038,0.9967,216,0.998490239,117,0.900034454,10,0,50,1.145172586,73,0.965304609,,,,
320057,1.0000,5,0,1,0,0,0,0,0,0,0,,,,
320058,1.0000,17,0,1,0,0,0,0,0,3,0,,,,
320059,1.0000,209,0.870786293,60,0.9374453,2,0,0,0,12,0,,,,
320060,1.0000,41,0.955689823,8,0,0,0,0,0,7,0,,,,
320061,0.9947,241,1.059206128,59,1.018104585,4,0,0,0,41,1.005339298,,,,
320062,1.0000,58,0.928139197,15,0,1,0,0,0,17,0,,,,
320063,1.0000,162,0.997698645,163,0.987854831,20,0,65,0.881695789,207,0.955148585,,,,
320065,0.9862,89,1.024443856,65,1.036316315,12,0,33,1.235823907,209,1.10429174,,,,
320067,1.0000,34,0.987828997,11,0,4,0,0,0,32,0.970608759,,,,
320070,1.0000,14,0,7,0,0,0,0,0,2,0,,,,
320074,0.9995,87,0.981423646,56,0.977847929,6,0,108,0.915968159,53,1.023194722,,,,
320084,0.9979,110,0.977077082,65,0.988812514,11,0,0,0,65,1.033612413,,,,
320085,0.9894,332,1.122453305,302,0.996389964,295,0.931939056,263,1.227760806,251,0.981111316,,,,
320086,0.9989,98,1.011469175,130,0.960365394,25,0.968936576,177,0.950505506,75,1.025722129,,,,
320089,1.0000,15,0,9,0,0,0,28,0.93892139,5,0,,,,
330003,0.9910,255,1.060976441,225,1.138142637,35,1.054802159,42,0.90354237,113,1.068911881,,,,
330004,0.9856,555,1.109430263,584,1.097368571,171,1.062688188,9,0,494,1.159743875,,,,
330005,0.9970,733,0.948301423,1167,0.979648127,755,1.08267376,911,1.013109104,703,0.887840245,,,,
330006,0.9926,136,1.044814765,215,1.076177361,30,0.96348435,34,1.016128423,196,1.144875865,,,,
330008,0.9965,105,1.058012306,71,1.005453716,12,0,14,0,134,0.970219137,,,,
330009,0.9940,117,1.221651319,174,1.143825547,37,1.004535334,16,0,155,1.044006391,,,,
330011,0.9823,582,1.094340203,541,1.041331182,204,1.1011159,494,1.116713469,469,1.129545133,,,,
330013,0.9971,211,1.07020443,392,1.112208101,415,1.033002646,300,0.816655355,264,1.041294674,,,,
330014,0.9867,193,1.161754796,442,1.179510306,174,1.162159755,14,0,251,1.071242765,,,,
330019,0.9884,256,1.133136812,538,1.169746872,68,0.994270878,4,0,534,1.052832147,,,,
330023,0.9884,820,1.124697836,1184,1.124976709,543,0.938800651,129,0.962636793,785,1.118078813,,,,
330024,0.9941,898,1.085948105,1444,1.129280145,595,1.021504676,604,0.990077529,794,1.158238781,,,,
330027,0.9914,111,1.177340365,237,1.210555332,47,1.065350517,10,0,133,1.094556922,,,,
330028,0.9959,220,1.010726353,173,1.057013701,62,1.101629176,74,1.091992222,264,1.03646433,,,,
330030,0.9923,167,1.100232544,146,1.043851878,28,0.983020203,65,0.970197024,137,1.080264113,,,,
330033,0.9897,177,0.876882323,128,1.095552059,45,0.946110259,80,1.09842405,151,0.959245352,,,,
330037,0.9969,97,1.053151761,86,0.943086633,18,0,17,0,94,0.995684749,,,,
330043,0.9955,403,1.062801799,593,0.965375096,284,1.050258325,349,1.031584256,457,1.033088346,,,,
330044,0.9945,598,1.053705377,599,1.084350674,164,1.01615152,172,0.898216017,541,1.05430565,,,,
330045,0.9860,847,1.078338315,1053,1.075461238,276,0.995720578,511,1.174366199,616,1.114640163,,,,
330046,0.9877,575,1.152506123,619,1.212822644,362,1.134334282,282,0.933444032,527,1.111667122,,,,
330047,0.9985,266,1.037850866,370,0.990014649,80,0.976319593,132,0.839982723,264,0.950496273,,,,
330049,0.9997,146,0.981871482,155,1.012015318,22,0,505,0.884329801,105,0.965986516,,,,
330053,0.9968,116,1.007733645,108,1.051651391,29,0.980747826,9,0,87,0.967887035,,,,
330055,0.9893,972,1.156179555,1273,1.137994718,360,1.083587993,377,0.874077362,699,0.967087057,,,,
330056,0.9952,209,1.152269875,290,1.055475832,72,1.007672558,25,1.020156359,216,0.998157524,,,,
330057,0.9997,554,1.014432689,853,0.935012541,502,0.960730242,964,0.848118203,590,1.004004561,,,,
330058,0.9998,98,0.993435171,150,0.978635115,30,0.955256598,133,0.85934002,158,1.007084677,,,,
330059,0.9919,891,1.064053336,1599,1.130500773,586,1.090939336,297,1.083823944,865,1.078483891,,,,
330061,0.9914,372,1.004247114,536,1.069465217,71,1.051974377,102,0.958907513,545,1.137824903,,,,
330064,0.9897,254,1.083356352,161,1.083478752,40,1.02117367,42,1.192151664,216,1.080580719,,,,
330065,0.9954,102,1.05098997,153,1.07439535,30,0.977643223,12,0,98,1.044495034,,,,
330067,0.9955,180,1.200525987,144,1.005880734,27,1.050270552,318,0.991326866,185,1.005769884,,,,
330073,0.9913,148,1.030425085,184,1.043074114,29,0.949087261,90,1.066241072,185,1.063212413,,,,
330074,0.9974,172,1.029797963,121,0.988482951,33,0.981490102,146,0.989974146,119,1.046854813,,,,
330078,0.9990,231,1.006406367,470,1.006357697,94,1.028621647,288,0.848114611,274,1.023830514,,,,
330079,0.9970,115,1.041057408,131,1.066432953,30,0.985019427,154,0.897685417,58,0.943915152,,,,
330080,0.9952,118,1.008687271,118,1.043546869,54,1.038850485,15,0,213,1.097540324,,,,
330084,0.9924,111,1.033068089,166,1.064915616,51,1.046089096,35,0.938448045,198,1.046817542,,,,
330085,0.9877,283,0.923371037,301,1.171066425,62,1.044835236,72,0.941237119,293,1.03920185,,,,
330086,0.9946,91,1.092370021,117,1.040487371,26,0.960960441,0,0,93,1.026485735,,,,
330088,0.9999,152,1.002652996,97,0.996168615,21,0,9,0,68,0.967360676,,,,
330090,0.9945,522,1.131179098,387,0.96903623,332,1.005221949,392,1.028522675,520,0.993674279,,,,
330094,0.9861,302,1.201097222,305,1.086708497,92,0.984006435,111,1.0324119,271,1.135629354,,,,
330096,0.9981,99,0.983362731,106,1.004179697,29,1.005044739,0,0,100,1.040729087,,,,
330100,1.0000,0,0,0,0,0,0,0,0,0,0,,,,
330101,0.9950,1492,1.123544387,2476,1.092531077,1528,1.040232498,500,1.066328739,907,0.984034912,,,,
330102,0.9993,112,0.926052445,230,0.925633779,75,1.08023896,396,0.844261051,202,0.949184897,,,,
330103,0.9939,272,1.021551348,240,1.025805385,70,0.967009535,112,1.041543071,356,1.070597557,,,,
330104,0.9875,530,1.209162544,562,1.117991859,81,1.132840742,72,1.135779984,659,1.035703781,,,,
330106,0.9945,1089,1.00525192,1584,1.054134724,774,1.158246486,592,0.933398797,800,1.037493586,,,,
330107,0.9998,296,1.005529476,368,0.865398473,80,1.012060914,588,0.967542827,319,0.984578219,,,,
330108,0.9876,427,1.104539509,119,0.992297079,52,1.018836454,124,1.056072675,234,1.002979744,,,,
330111,0.9789,111,1.146382677,58,0.970108971,13,0,0,0,47,0.979764674,,,,
330115,0.9983,140,0.964705526,136,1.043768981,12,0,37,0.997290152,218,0.987742893,,,,
330119,0.9957,577,1.254292004,650,1.003002656,355,0.977894172,725,0.912179775,332,0.993946628,,,,
330125,0.9935,271,0.979960827,826,1.156637449,476,0.946612349,214,1.044074437,349,1.014611372,,,,
330126,0.9766,817,1.253017238,825,1.131263745,383,1.125296899,588,1.095214147,881,1.167317246,,,,
330127,0.9973,83,1.033881432,162,1.05096129,35,1.046062162,10,0,102,1.112357931,,,,
330128,0.9927,221,1.054682959,192,1.084349361,126,1.103358941,14,0,164,1.11679289,,,,
330132,0.9993,82,0.964479922,86,0.945851429,12,0,53,0.913747436,76,1.019266632,,,,
330135,0.9972,141,1.015438351,222,0.948750279,41,1.029505311,13,0,240,1.047942944,,,,
330136,0.9909,302,0.979112753,391,0.929113695,248,0.960312244,352,1.218446565,235,0.96347172,,,,
330140,0.9928,1446,1.110047806,1311,1.074318322,1034,1.032737212,1341,0.953308702,945,0.986963524,,,,
330141,0.9844,723,1.125188259,689,1.157222294,225,0.992607607,79,1.236397912,788,1.17432901,,,,
330144,0.9946,99,1.059223696,60,0.978100818,16,0,0,0,68,0.967478084,,,,
330151,0.9995,150,0.998621847,68,0.968683096,39,1.023785485,24,0,104,0.947925656,,,,
330153,0.9993,545,0.977776864,828,0.900158932,549,0.91291144,135,0.882436634,452,1.032592983,,,,
330157,0.9983,283,0.903816156,367,0.939605792,48,0.96935394,252,0.797267014,318,1.049636692,,,,
330158,0.9867,334,1.084072387,513,1.057548555,525,1.181329435,86,0.946622432,448,1.10229463,,,,
330160,0.9948,441,0.980597479,630,0.919371095,405,0.962272511,163,1.021582197,868,1.204862171,,,,
330162,0.9894,365,1.196170609,398,1.122020186,57,1.091746431,250,0.835140145,202,1.007429727,,,,
330163,0.9802,249,1.151857394,253,1.115120053,129,1.172416129,19,0,469,1.065326945,,,,
330164,0.9975,334,1.072426465,329,0.975271228,57,0.956719713,448,0.905424951,197,1.060080865,,,,
330166,1.0000,24,0,5,0,0,0,0,0,9,0,,,,
330167,0.9972,799,1.009833356,1207,0.925775436,562,1.035268202,324,1.115471699,563,0.973223559,,,,
330169,0.9821,1279,1.215856577,1280,1.184759321,495,1.129956638,479,1.103188057,961,1.226931167,,,,
330175,0.9866,401,1.01885142,282,1.148309867,18,0,27,1.022662127,340,1.115813389,,,,
330180,0.9995,227,0.956768255,207,1.008428688,89,0.917680496,65,0.959049274,209,1.007921172,,,,
330181,0.9857,352,1.061633946,427,1.111475948,111,1.066467921,800,1.053775401,257,1.075490392,,,,
330182,1.0000,511,0.77971429,1747,0.965787797,1128,0.983138258,292,0.993081296,512,0.969520459,,,,
330184,0.9773,264,1.114028922,399,1.122186499,83,0.993143252,231,1.37263376,227,1.057715854,,,,
330185,0.9928,534,0.948954575,734,1.091810375,184,0.92893399,111,0.955285861,753,1.058101528,,,,
330188,0.9984,158,0.937974671,251,1.040557817,76,0.847261488,130,0.917071571,162,0.956354162,,,,
330191,0.9994,484,0.958511194,588,1.019237851,237,0.979583914,298,0.992848362,680,0.861389211,,,,
330193,0.9910,283,1.110228515,266,1.174333532,92,1.10354389,46,0.906638178,264,1.069796397,,,,
330194,0.9942,763,1.026597008,1674,1.098409519,897,1.029742639,116,0.833569571,719,0.948582152,,,,
330195,0.9946,356,1.070550464,996,1.056253975,318,1.084220809,314,1.074006572,402,1.026594333,,,,
330196,0.9851,210,1.170714884,539,1.263428266,75,1.127060742,3,0,295,1.059648504,,,,
330197,0.9962,218,0.976152387,223,1.089518986,17,0,117,0.91456063,219,0.974592688,,,,
330198,0.9902,603,1.081215754,956,1.10886977,303,1.142797056,283,0.953021144,808,1.02452833,,,,
330199,0.9970,40,1.058635766,47,1.048747988,29,1.06167024,7,0,78,1.026167255,,,,
330201,0.9944,254,1.059960286,255,1.115198842,40,1.0357303,17,0,218,1.057743675,,,,
330202,0.9961,78,1.066085922,137,1.087036187,16,0,3,0,114,1.119060408,,,,
330203,0.9964,535,1.006241405,688,1.115201837,184,1.001695799,540,0.933492551,437,0.968239465,,,,
330204,0.9948,92,0.995056246,138,1.082161637,138,1.112767601,9,0,80,0.916706593,,,,
330205,0.9965,158,1.046990759,165,1.015759402,32,1.05020387,80,0.96291397,141,1.010312146,,,,
330208,0.9814,339,1.15608054,664,1.248595576,77,1.09811517,82,0.890139563,556,1.150427938,,,,
330211,0.9991,178,0.926826413,96,1.036764014,51,0.984102281,52,0.913402092,144,0.962857755,,,,
330213,0.9977,126,0.947760459,75,0.941229492,25,0.950344869,40,0.912659234,106,1.047541868,,,,
330214,0.9958,562,0.917159873,978,0.941448754,323,1.002577508,1478,1.077542656,295,0.991879852,,,,
330215,0.9901,216,1.086050226,308,0.986565639,42,1.057620804,44,1.170146943,315,1.05816165,,,,
330218,0.9792,295,1.042146661,209,1.173237877,108,1.079468724,39,1.103721708,318,1.149593139,,,,
330219,0.9990,100,1.053208113,178,0.990137956,91,1.041332565,96,0.997349994,106,0.97772052,,,,
330221,0.9850,195,1.20635718,262,1.130219513,77,1.118703339,8,0,391,1.219095906,,,,
330222,0.9939,388,0.930109186,338,1.139832517,83,0.969005901,312,0.888659713,324,1.061371351,,,,
330223,0.9933,213,0.980758297,192,1.013674027,31,0.947008641,28,0.916830451,263,1.079038531,,,,
330224,1.0000,37,0.956936575,7,0,1,0,294,0.895655054,22,0,,,,
330225,0.9927,160,1.020040747,158,1.057562632,17,0,8,0,250,1.077441403,,,,
330226,0.9971,224,1.109885403,291,0.961733611,88,1.058520855,373,0.831274323,212,0.955480187,,,,
330229,0.9964,111,0.999661867,101,1.064906654,13,0,121,0.91179857,79,1.025221729,,,,
330231,0.9915,87,1.193266718,117,1.168810356,20,0,0,0,71,1.128667924,,,,
330232,0.9981,138,1.042231726,227,0.985547968,53,1.008576907,97,1.036418099,313,0.97243802,,,,
330233,0.9945,101,1.035438385,278,1.082478031,86,0.961634219,5,0,262,1.101059344,,,,
330234,0.9949,108,0.987999027,339,1.042018032,458,1.070646029,84,0.848936013,80,1.065327453,,,,
330235,0.9955,388,0.986431203,455,0.909198427,172,1.052598958,89,0.969142844,357,1.067503192,,,,
330236,0.9837,600,1.200314231,965,1.139263354,290,1.180112894,207,1.255416222,598,1.071676152,,,,
330238,0.9980,127,0.963126773,109,1.009704759,8,0,92,0.936564456,73,1.052559991,,,,
330239,0.9968,250,1.036471528,392,0.939887921,93,1.037888953,92,1.05978988,222,0.9196337,,,,
330240,0.9988,55,1.059982129,70,1.028128822,21,0,0,0,63,1.000627627,,,,
330241,0.9951,387,1.177334389,518,1.094026519,258,0.921155773,211,0.841309304,340,1.108235234,,,,
330245,0.9928,513,1.072195548,799,1.078928915,256,0.984195341,538,0.928306298,452,1.018452568,,,,
330246,0.9726,189,0.973586779,133,1.007720879,39,1.02326599,515,1.25029698,234,1.007954755,,,,
330249,0.9995,116,1.00733148,64,1.014674615,13,0,462,0.629866462,63,1.001885225,,,,
330250,0.9942,588,0.967817018,518,0.94196548,440,1.100555553,265,1.032427179,524,0.911914917,,,,
330259,0.9910,245,1.028331202,261,1.155980416,114,1.116577034,230,0.998029296,407,1.147399506,,,,
330261,0.9986,292,0.964800406,320,0.956756743,57,1.048737605,390,0.718071575,210,1.053998498,,,,
330263,0.9982,94,0.980336216,91,0.96998069,6,0,0,0,103,1.027140689,,,,
330264,0.9887,531,1.116219537,609,1.124555509,320,1.014468147,240,1.076377453,476,0.990600932,,,,
330265,0.9985,154,0.981189177,116,1.03311321,13,0,55,0.870164471,91,1.007902359,,,,
330267,0.9935,398,1.111035369,539,0.993062079,157,1.119840802,91,1.009681454,313,1.033817641,,,,
330268,1.0000,110,0.958067317,87,0.948230693,7,0,0,0,68,0.995492908,,,,
330270,1.0000,0,0,0,0,0,0,6793,0.737944734,0,0,,,,
330273,0.9926,293,0.993618712,405,1.125234044,57,1.088934637,374,0.954097813,365,1.071206942,,,,
330276,0.9808,228,1.120720031,154,0.99874253,45,1.006267966,80,1.157901897,235,1.092901071,,,,
330277,0.9898,215,1.023376717,337,1.175085353,37,0.995067356,107,0.852019173,212,0.982607816,,,,
330279,0.9999,192,0.905926508,430,0.931118035,381,0.987990876,106,0.81373989,289,1.008834111,,,,
330285,0.9986,193,0.996936937,492,0.994685095,290,1.071754166,18,0,227,1.020763664,,,,
330286,0.9917,721,1.10812382,857,1.075226903,283,0.974731472,132,1.248860273,862,1.041492916,,,,
330304,0.9883,786,1.149194837,610,1.111770616,220,1.060495646,199,0.993073738,505,1.076990109,,,,
330306,0.9898,289,1.07777618,471,1.247627935,222,0.998783873,258,0.903040178,444,1.152196844,,,,
330307,0.9954,268,0.926053528,191,0.934306406,139,0.902438256,194,1.086860866,164,1.01605413,,,,
330316,0.9914,204,1.16308994,247,1.071131094,32,1.019275496,25,1.146178672,265,0.990218331,,,,
330331,0.9951,479,1.011446391,596,0.951540213,148,1.07624002,212,1.046933655,426,1.122995644,,,,
330332,0.9973,351,1.019784649,508,0.966591804,105,1.099975084,115,1.029348975,453,1.011445814,,,,
330340,0.9974,360,1.009048863,272,1.019441131,38,1.003617756,50,1.039320145,202,1.053129986,,,,
330350,0.9810,231,1.153394074,622,1.316987767,251,1.120227079,64,0.940662621,289,1.097738323,,,,
330353,0.9816,698,1.246382536,337,1.077937329,99,1.131692945,82,1.053416465,423,1.133259937,,,,
330372,0.9943,258,1.02822273,306,1.020420208,70,0.986137013,140,1.102049237,254,1.092837729,,,,
330385,0.9947,36,1.108233517,34,1.07197614,17,0,0,0,45,1.104355,,,,
330386,0.9919,310,1.084999667,271,1.028904324,55,1.052294992,47,0.977375114,228,1.042830225,,,,
